siteid,sitename,county,itemid,itemname,itemengname,itemunit,monitordate,concentration
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-07 23:00",1.5
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-07 23:00",0.43
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-07 23:00",56.1
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-07 23:00",30
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-07 23:00",11.5
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-07 23:00",19
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-08 00:00",1.5
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-08 00:00",0.41
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-08 00:00",60
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-08 00:00",39
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-08 00:00",8.1
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-08 00:00",20
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-08 01:00",1.8
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-08 01:00",0.4
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-08 01:00",62.5
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-08 01:00",25
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-08 01:00",5.2
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-08 01:00",20
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-08 02:00",1.7
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-08 02:00",0.38
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-08 02:00",62.4
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-08 02:00",18
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-08 02:00",4.8
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-08 02:00",20
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-08 03:00",2
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-08 03:00",0.38
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-08 03:00",60.6
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-08 03:00",29
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-08 03:00",5.2
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-08 03:00",20
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-08 04:00",1.9
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-08 04:00",0.37
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-08 04:00",60.6
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-08 04:00",22
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-08 04:00",5.5
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-08 04:00",19
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-08 05:00",1.5
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-08 05:00",0.37
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-08 05:00",60.7
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-08 05:00",27
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-08 05:00",6.1
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-08 05:00",17
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-08 06:00",1.6
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-08 06:00",0.4
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-08 06:00",59.5
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-08 06:00",33
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-08 06:00",9.3
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-08 06:00",21
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-08 07:00",1.7
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-08 07:00",0.46
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-08 07:00",56.7
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-08 07:00",30
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-08 07:00",14
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-08 07:00",18
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-08 08:00",1.6
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-08 08:00",0.47
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-08 08:00",55.3
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-08 08:00",33
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-08 08:00",15.6
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-08 08:00",18
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-08 09:00",1.7
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-08 09:00",0.43
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-08 09:00",56.8
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-08 09:00",43
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-08 09:00",20
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-08 09:00",24
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-08 10:00",1.6
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-08 10:00",0.39
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-08 10:00",62.6
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-08 10:00",43
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-08 10:00",17.9
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-08 10:00",20
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-08 11:00",2.6
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-08 11:00",0.41
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-08 11:00",63.5
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-08 11:00",52
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-08 11:00",18.2
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-08 11:00",30
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-08 12:00",2.5
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-08 12:00",0.41
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-08 12:00",67.8
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-08 12:00",41
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-08 12:00",13.8
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-08 12:00",28
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-08 13:00",2.5
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-08 13:00",0.41
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-08 13:00",63.7
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-08 13:00",49
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-08 13:00",17.8
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-08 13:00",32
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-08 14:00",2.5
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-08 14:00",0.4
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-08 14:00",60.4
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-08 14:00",58
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-08 14:00",20.8
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-08 14:00",36
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-08 15:00",2.9
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-08 15:00",0.4
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-08 15:00",65.2
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-08 15:00",44
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-08 15:00",20.6
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-08 15:00",28
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-08 16:00",2.8
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-08 16:00",0.41
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-08 16:00",70.6
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-08 16:00",42
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-08 16:00",19.8
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-08 16:00",26
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-08 17:00",1.8
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-08 17:00",0.44
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-08 17:00",80.2
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-08 17:00",40
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-08 17:00",13.4
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-08 17:00",26
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-08 18:00",1.7
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-08 18:00",0.4
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-08 18:00",79.8
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-08 18:00",36
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-08 18:00",10.4
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-08 18:00",29
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-08 19:00",1.7
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-08 19:00",0.38
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-08 19:00",82.5
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-08 19:00",43
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-08 19:00",9.4
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-08 19:00",27
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-08 20:00",1.8
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-08 20:00",0.35
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-08 20:00",84.8
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-08 20:00",44
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-08 20:00",8.2
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-08 20:00",23
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-08 21:00",1.8
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-08 21:00",0.34
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-08 21:00",84.3
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-08 21:00",36
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-08 21:00",7
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-08 21:00",30
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-08 22:00",1.8
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-08 22:00",0.33
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-08 22:00",84.4
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-08 22:00",42
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-08 22:00",5.9
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-08 22:00",26
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-08 23:00",1.8
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-08 23:00",0.31
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-08 23:00",83.7
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-08 23:00",40
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-08 23:00",4.2
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-08 23:00",23
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-09 00:00",1.6
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-09 00:00",0.3
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-09 00:00",82.8
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-09 00:00",41
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-09 00:00",3.5
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-09 00:00",28
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-09 01:00",1
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-09 01:00",0.28
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-09 01:00",85
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-09 01:00",36
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-09 01:00",3.5
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-09 01:00",26
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-09 02:00",1.2
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-09 02:00",0.27
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-09 02:00",83.6
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-09 02:00",39
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-09 02:00",3.1
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-09 02:00",27
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-09 03:00",1.1
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-09 03:00",0.27
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-09 03:00",82.5
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-09 03:00",48
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-09 03:00",3
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-09 03:00",29
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-09 04:00",0.9
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-09 04:00",0.25
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-09 04:00",78.4
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-09 04:00",42
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-09 04:00",3.1
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-09 04:00",22
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-09 05:00",0.9
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-09 05:00",0.2
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-09 05:00",66.4
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-09 05:00",29
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-09 05:00",2.7
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-09 05:00",15
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-09 06:00",0.8
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-09 06:00",0.19
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-09 06:00",56.7
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-09 06:00",21
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-09 06:00",4
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-09 06:00",11
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-09 07:00",0.7
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-09 07:00",0.22
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-09 07:00",50.1
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-09 07:00",21
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-09 07:00",6.3
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-09 07:00",10
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-09 08:00",0.8
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-09 08:00",0.26
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-09 08:00",47
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-09 08:00",26
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-09 08:00",11.8
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-09 08:00",8
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-09 09:00",0.7
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-09 09:00",0.26
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-09 09:00",47.4
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-09 09:00",27
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-09 09:00",12.9
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-09 09:00",7
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-09 10:00",0.7
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-09 10:00",0.26
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-09 10:00",54.9
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-09 10:00",27
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-09 10:00",9.5
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-09 10:00",5
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-09 11:00",0.8
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-09 11:00",0.26
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-09 11:00",49.6
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-09 11:00",25
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-09 11:00",17.2
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-09 11:00",4
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-09 12:00",0.9
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-09 12:00",0.24
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-09 12:00",46.7
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-09 12:00",22
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-09 12:00",18
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-09 12:00",8
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-09 13:00",0.9
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-09 13:00",0.24
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-09 13:00",x
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-09 13:00",21
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-09 13:00",17.3
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-09 13:00",x
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-09 14:00",x
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-09 14:00",x
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-09 14:00",x
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-09 14:00",x
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-09 14:00",x
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-09 14:00",2
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-09 15:00",0.8
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-09 15:00",0.23
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-09 15:00",42
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-09 15:00",27
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-09 15:00",12.2
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-09 15:00",4
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-09 16:00",0.6
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-09 16:00",0.24
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-09 16:00",38.1
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-09 16:00",36
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-09 16:00",16.6
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-09 16:00",3
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-09 17:00",0.7
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-09 17:00",0.26
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-09 17:00",38.9
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-09 17:00",24
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-09 17:00",15.3
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-09 17:00",12
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-09 18:00",0.6
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-09 18:00",0.28
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-09 18:00",41.5
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-09 18:00",20
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-09 18:00",13.9
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-09 18:00",11
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-09 19:00",0.7
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-09 19:00",0.24
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-09 19:00",44.5
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-09 19:00",21
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-09 19:00",10.4
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-09 19:00",6
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-09 20:00",0.7
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-09 20:00",0.21
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-09 20:00",46.5
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-09 20:00",18
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-09 20:00",7.8
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-09 20:00",6
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-09 21:00",0.8
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-09 21:00",0.22
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-09 21:00",44.8
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-09 21:00",23
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-09 21:00",7.9
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-09 21:00",6
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-09 22:00",0.7
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-09 22:00",0.22
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-09 22:00",43.6
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-09 22:00",15
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-09 22:00",8.9
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-09 22:00",8
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-09 23:00",0.8
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-09 23:00",0.19
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-09 23:00",44.6
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-09 23:00",15
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-09 23:00",7.1
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-09 23:00",7
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-10 00:00",0.8
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-10 00:00",0.19
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-10 00:00",44.5
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-10 00:00",22
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-10 00:00",6.3
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-10 00:00",9
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-10 01:00",1
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-10 01:00",0.17
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-10 01:00",45.8
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-10 01:00",15
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-10 01:00",6.1
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-10 01:00",7
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-10 02:00",1
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-10 02:00",0.17
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-10 02:00",44.9
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-10 02:00",23
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-10 02:00",5.7
14,古亭,臺北市,33,細懸浮微粒,PM2.5,μg/m3,"2024-05-10 02:00",10
14,古亭,臺北市,1,二氧化硫,SO2,ppb,"2024-05-10 03:00",1.1
14,古亭,臺北市,2,一氧化碳,CO,ppm,"2024-05-10 03:00",0.17
14,古亭,臺北市,3,臭氧,O3,ppb,"2024-05-10 03:00",43
14,古亭,臺北市,4,懸浮微粒,PM10,μg/m3,"2024-05-10 03:00",22
14,古亭,臺北市,7,二氧化氮,NO2,ppb,"2024-05-10 03:00",6.3
