timestamp,Temperature,T Max,T Min,RH,WS,WD,Precp,SunShine,GloblRad,UVI Max
2025-06-05,24.4,25.3,23.3,88,2.7,100,6.0,0.0,6.59,5.0
2025-06-06,27.1,32.2,23.9,88,1.0,100,12.5,2.6,15.91,10.0
2025-06-07,27.9,33.4,25.7,90,1.1,140,35.5,3.3,12.59,8.0
2025-06-08,28.9,32.6,25.9,83,1.3,140,0.0,2.4,14.12,9.0
2025-06-09,28.8,33.8,26.5,85,1.2,330,8.0,4.6,16.56,10.0
2025-06-10,30.6,36.1,25.7,75,1.3,140,0.0,11.2,27.83,11.0
2025-06-11,31.6,36.0,28.4,68,2.6,140,0.0,11.2,27.34,12.0
2025-06-12,28.2,30.5,26.2,79,2.9,130,8.0,0.2,3.83,3.0
2025-06-13,27.5,30.7,25.6,90,1.0,150,4.5,0.5,9.68,5.0
2025-06-14,29.8,34.8,26.0,74,1.4,100,,3.3,19.65,10.0
2025-06-15,31.2,37.2,27.2,66,1.6,100,0.0,8.9,25.42,12.0
2025-06-16,31.3,35.5,28.1,66,2.1,270,0.0,5.4,21.67,11.0
2025-06-17,29.5,32.7,27.7,71,1.9,140,2.0,2.6,14.26,8.0
2025-06-18,30.0,35.4,27.0,68,1.6,160,,6.9,23.51,11.0
2025-06-19,30.7,34.7,26.8,67,1.8,160,0.0,8.2,23.9,11.0
2025-06-20,29.9,35.4,27.3,75,1.6,180,11.0,7.5,21.85,10.0
2025-06-21,29.6,32.8,26.7,75,1.7,180,,4.1,11.92,4.0
2025-06-22,30.4,34.6,27.0,70,1.6,180,,6.1,16.71,10.0
2025-06-23,30.4,36.3,27.6,73,1.5,180,1.5,6.9,18.82,11.0
2025-06-24,30.9,36.0,27.6,69,1.6,180,0.0,7.9,23.2,10.0
2025-06-25,29.5,35.5,26.8,75,1.4,180,7.0,5.4,17.76,9.0
2025-06-26,30.3,34.1,26.8,70,1.5,170,0.0,6.3,18.62,8.0
2025-06-27,28.4,34.8,23.4,74,1.6,180,35.0,7.4,18.25,8.0
2025-06-28,29.4,34.8,24.3,69,1.4,330,0.0,7.3,20.49,12.0
2025-06-29,30.8,35.8,27.4,65,2.1,140,,8.2,23.36,11.0
2025-06-30,31.3,35.3,27.1,63,2.7,140,0.0,13.0,29.74,12.0
2025-07-01,32.1,35.4,29.6,60,3.2,140,0.0,12.7,29.21,12.0
2025-07-02,31.9,36.1,29.0,62,3.3,100,0.0,12.1,28.93,12.0
2025-07-03,31.6,35.6,29.0,61,3.6,100,0.0,12.0,29.09,11.0
2025-07-04,32.1,35.9,29.8,60,3.3,140,0.0,11.5,27.21,12.0
2025-07-05,31.1,34.2,29.3,65,1.7,330,0.0,4.0,14.87,8.0
2025-07-06,29.2,33.4,26.1,67,3.2,140,,5.0,18.24,10.0
2025-07-07,27.5,29.8,25.3,79,2.3,260,13.5,0.0,3.07,2.0
2025-07-08,29.5,34.7,25.0,72,1.9,170,4.0,0.4,13.07,7.0
2025-07-09,25.2,27.0,23.7,92,1.4,150,16.5,0.0,3.83,3.0
2025-07-10,25.9,28.1,23.6,90,1.1,150,2.5,0.0,5.49,3.0
2025-07-11,27.0,29.4,24.1,82,1.5,200,1.0,0.0,8.54,4.0
2025-07-12,28.2,33.1,25.5,83,1.1,180,33.0,3.3,14.38,9.0
2025-07-13,30.4,34.7,25.9,75,1.7,300,0.5,8.4,23.05,9.0
2025-07-14,30.4,32.3,28.7,72,1.6,270,,1.2,11.0,6.0
2025-07-15,32.0,36.9,28.7,65,2.1,270,,8.5,25.96,12.0
2025-07-16,29.5,35.7,26.3,80,1.5,180,45.0,5.6,14.52,9.0
2025-07-17,30.8,35.0,26.8,74,1.6,120,0.0,6.9,20.06,10.0
2025-07-18,30.5,34.4,27.5,70,3.5,100,1.0,8.6,25.11,11.0
2025-07-19,28.9,30.4,27.3,76,4.7,120,2.0,0.1,8.36,5.0
2025-07-20,29.1,31.3,27.1,76,3.2,120,2.0,1.2,11.49,6.0
2025-07-21,27.0,29.2,25.6,87,1.8,100,19.5,0.0,7.16,6.0
2025-07-22,29.0,31.6,26.3,76,2.8,100,0.5,1.6,14.15,8.0
2025-07-23,29.5,34.0,26.2,77,3.3,100,6.0,10.0,26.79,12.0
2025-07-24,28.7,32.3,26.5,83,2.4,110,7.0,5.5,21.07,12.0
2025-07-25,26.8,29.3,25.4,95,1.9,240,63.0,0.2,7.84,7.0
2025-07-26,29.6,34.1,26.2,79,1.7,240,1.0,1.3,16.23,11.0
2025-07-27,29.9,32.6,27.3,78,1.2,280,3.0,0.9,11.05,6.0
2025-07-28,28.6,31.8,25.9,83,1.4,320,6.0,0.7,12.23,7.0
2025-07-29,28.7,32.3,25.3,81,1.7,310,53.5,3.5,14.98,7.0
2025-07-30,31.4,35.9,26.8,68,2.0,250,0.0,9.6,24.03,10.0
2025-07-31,31.6,36.0,28.3,67,1.4,200,0.0,5.7,18.93,9.0
2025-08-01,29.6,33.9,27.3,78,1.5,170,9.5,4.5,15.79,9.0
2025-08-02,29.1,34.7,27.0,80,1.3,160,20.5,3.4,15.11,9.0
2025-08-03,30.3,35.6,27.1,71,1.8,180,,3.4,18.44,9.0
2025-08-04,30.4,35.2,27.9,71,1.3,160,,2.7,15.46,10.0
2025-08-05,28.5,34.0,25.5,84,1.4,180,57.0,3.1,11.6,8.0
2025-08-06,29.3,34.7,26.0,80,1.4,180,,5.5,17.36,10.0
2025-08-07,30.4,34.8,26.7,71,1.5,220,0.0,7.4,21.24,9.0
2025-08-08,30.7,35.4,27.2,71,1.6,180,0.0,9.1,22.03,10.0
2025-08-09,30.9,35.3,27.6,72,1.6,180,0.0,8.1,22.19,10.0
2025-08-10,30.2,33.3,28.2,75,1.6,170,,3.2,10.41,6.0
2025-08-11,29.1,34.9,27.1,81,1.5,180,18.5,4.9,14.59,10.0
2025-08-12,30.3,34.2,26.6,74,1.9,100,0.0,9.0,23.53,10.0
2025-08-13,29.7,32.6,27.0,71,4.9,120,3.5,5.7,20.9,11.0
2025-08-14,30.9,34.3,27.6,62,3.3,140,0.0,11.9,28.0,12.0
2025-08-15,31.1,34.6,29.1,61,4.2,110,0.0,11.0,27.58,12.0
2025-08-16,30.6,33.7,28.4,65,3.7,110,0.0,10.9,25.22,11.0
2025-08-17,31.2,34.9,28.6,60,2.9,120,0.0,11.8,27.43,11.0
2025-08-18,29.5,34.3,27.3,70,1.7,180,4.5,6.8,14.65,7.0
2025-08-19,30.6,34.0,27.3,69,1.6,340,0.0,9.9,23.74,9.0
2025-08-20,29.0,35.8,25.9,74,1.6,180,13.5,6.4,16.62,10.0
2025-08-21,29.4,35.7,25.2,67,1.5,170,,7.5,20.77,11.0
2025-08-22,30.9,36.4,26.1,63,1.6,140,0.0,10.7,24.11,11.0
2025-08-23,31.4,35.8,28.0,67,1.5,140,0.0,10.5,25.06,10.0
2025-08-24,31.4,36.2,28.0,64,2.4,120,0.0,11.8,26.71,11.0
2025-08-25,31.3,35.2,28.1,60,2.8,130,0.0,12.3,27.03,11.0
2025-08-26,31.0,35.0,27.7,62,2.7,120,0.0,9.0,22.35,11.0
2025-08-27,30.0,33.6,28.6,62,3.0,100,0.0,3.3,14.36,10.0
2025-08-28,31.7,35.3,29.3,58,3.4,120,0.0,11.8,25.94,12.0
2025-08-29,31.4,35.0,28.7,60,3.4,140,0.0,11.9,26.71,11.0
2025-08-30,31.0,35.9,28.5,62,1.8,110,0.0,7.7,19.74,10.0
2025-08-31,30.2,34.6,27.4,68,1.5,180,,4.7,14.41,6.0
